trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
18,False,"{'a': 0.3, 'e': 0.9900236577165575}",20,0,-125.20763385074014,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
19,False,"{'a': 0.3, 'e': 0.9888864987445046}",20,0,-191.57945950328943,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
20,False,"{'a': 0.3, 'e': 0.9876883405951378}",20,0,-37.60583718325823,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
21,False,"{'a': 0.3, 'e': 0.9864292571764954}",25,0,-127.82354454286526,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
22,False,"{'a': 0.3, 'e': 0.9851093261547739}",25,0,-90.39359912869664,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
23,False,"{'a': 0.3, 'e': 0.9837286289495359}",25,0,-129.60076695665933,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
24,False,"{'a': 0.3, 'e': 0.9822872507286887}",30,0,-206.44120868029898,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
25,False,"{'a': 0.3, 'e': 0.9807852804032304}",25,0,-83.19395416978256,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
26,False,"{'a': 0.3, 'e': 0.9792228106217657}",25,0,-199.23908077448513,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
27,False,"{'a': 0.3, 'e': 0.9775999377647907}",25,0,-82.58507296706522,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
28,False,"{'a': 0.3, 'e': 0.9759167619387474}",20,0,-118.48210698302678,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
29,False,"{'a': 0.3, 'e': 0.9741733869698493}",20,0,-85.73550110073124,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.3, 'e': 0.9723699203976766}",30,0,-146.06245015814602,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
31,False,"{'a': 0.3, 'e': 0.9705064734685425}",20,0,-176.79526163131757,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
32,False,"{'a': 0.3, 'e': 0.9685831611286311}",25,0,-70.87102187282157,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
33,False,"{'a': 0.3, 'e': 0.9666001020169073}",20,0,-92.57201026283222,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
34,False,"{'a': 0.3, 'e': 0.9645574184577981}",25,14,-37.709799957400925,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
35,False,"{'a': 0.3, 'e': 0.9624552364536473}",20,9,-59.64657178648716,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
36,False,"{'a': 0.3, 'e': 0.9602936856769431}",25,6,-32.10391759889047,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
37,False,"{'a': 0.3, 'e': 0.9580728994623192}",25,0,-108.8512747968741,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 0}",0
38,False,"{'a': 0.3, 'e': 0.9557930147983301}",25,0,-100.73823510599235,"{0: 14, 1: 5, 2: 3, 3: 3, 4: 0}",0
39,False,"{'a': 0.3, 'e': 0.9534541723190012}",25,0,-187.01490236483025,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
40,False,"{'a': 0.3, 'e': 0.9510565162951535}",20,0,-126.86525359538402,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
41,False,"{'a': 0.3, 'e': 0.9486001946255046}",25,0,-92.0952242331724,"{0: 14, 1: 0, 2: 11, 3: 0, 4: 0}",0
42,False,"{'a': 0.3, 'e': 0.9460853588275453}",30,0,-109.46981251315515,"{0: 19, 1: 0, 2: 9, 3: 2, 4: 0}",0
43,False,"{'a': 0.3, 'e': 0.9435121640281936}",20,0,-23.162325002581913,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
44,False,"{'a': 0.3, 'e': 0.9408807689542255}",20,0,-89.50960601615189,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
45,False,"{'a': 0.3, 'e': 0.9381913359224842}",20,0,-120.5201988652913,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",1
46,False,"{'a': 0.3, 'e': 0.9354440308298674}",30,0,-225.9347217478379,"{0: 14, 1: 3, 2: 9, 3: 1, 4: 3}",0
47,False,"{'a': 0.3, 'e': 0.9326390231430941}",25,0,-162.06567334702478,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 3}",0
48,False,"{'a': 0.3, 'e': 0.9297764858882515}",35,0,-96.52565360818387,"{0: 23, 1: 4, 2: 5, 3: 3, 4: 0}",0
49,False,"{'a': 0.3, 'e': 0.9268565956401208}",30,0,-146.64092687223248,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
50,False,"{'a': 0.3, 'e': 0.9238795325112867}",20,0,-69.85503436053405,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.3, 'e': 0.9208454801410263}",25,0,-90.01327866493119,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
52,False,"{'a': 0.3, 'e': 0.9177546256839811}",25,0,-4.00373345751712,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
53,False,"{'a': 0.3, 'e': 0.9146071597986135}",20,0,-58.30877134747896,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
54,False,"{'a': 0.3, 'e': 0.9114032766354453}",25,6,-32.99290282907964,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 0}",1
55,False,"{'a': 0.3, 'e': 0.9081431738250814}",25,0,-97.09831013069166,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
